ID,PT,FREQ,SYMBOL,NAME,FREQ_REAL,SYMBOL_REAL,COMMENT
918,030E,4052,17185,,,,
919,030E,4053,17142,,,,
920,030E,4078,2094,,,,
921,030E,4091,16200,,,,
922,030E,4130,10000,,,,
923,030E,4167,34286,,,,
924,030E,10713,3124,,,,
925,030E,10718,3124,,,,
926,030E,10721,3125,,,,
927,030E,10724,6000,,,,
928,030E,10727,6000,,,,
929,030E,10730,3125,,,,
930,030E,10735,6000,,,,
931,030E,10738,3125,,,,
932,030E,10741,3125,,,,
933,030E,10744,3125,,,,
934,030E,10749,3125,,,,
935,030E,10752,3125,,,,
936,030E,10752,6000,,,,
937,030E,10760,29343,,,,
938,030E,10795,4800,,,,
939,030E,10800,4000,,,,
940,030E,10805,3800,,,,
941,030E,10809,3011,,,,
942,030E,10813,3000,,,,
943,030E,10818,6000,,,,
944,030E,10820,3000,,,,
945,030E,10824,4440,,,,
946,030E,10830,2600,,,,
947,030E,10839,2960,,,,
948,030E,10860,6400,,,,
949,030E,10875,6000,,,,
950,030E,10878,3124,,,,
951,030E,10881,4500,,,,
952,030E,10886,3124,,,,
953,030E,10890,3124,,,,
954,030E,10894,3124,,,,
955,030E,10898,3124,,,,
956,030E,10902,3124,,,,
957,030E,10906,3124,,,,
958,030E,10923,17000,,,,
959,030E,10935,998,,,,
960,030E,10937,3124,,,,
961,030E,10941,3124,,,,
962,030E,10945,3124,,,,
963,030E,10954,4166,,,,
964,030E,10957,6660,,,,
965,030E,10957,2960,,,,
966,030E,10958,7200,,,,
967,030E,10958,8000,,,,
968,030E,10963,2960,,,,
969,030E,10966,6660,,,,
970,030E,10967,3124,,,,
971,030E,10971,3124,,,,
972,030E,10971,7833,,,,
973,030E,10975,3124,,,,
974,030E,10975,6660,,,,
975,030E,10978,6000,,,,
976,030E,10981,2500,,,,
977,030E,10996,2500,,,,
978,030E,11000,2500,,,,
979,030E,11002,2500,,,,
980,030E,11015,4166,,,,
981,030E,11022,2500,,,,
982,030E,11025,2500,,,,
983,030E,11033,1640,,,,
984,030E,11048,2500,,,,
985,030E,11052,2960,,,,
986,030E,11064,4440,,,,
987,030E,11074,3000,,,,
988,030E,11077,2500,,,,
989,030E,11088,7000,,,,
990,030E,11091,2000,,,,
991,030E,11095,2000,,,,
992,030E,11100,2500,,,,
993,030E,11103,1480,,,,
994,030E,11103,1400,,,,
995,030E,11112,2000,,,,
996,030E,11115,1023,,,,
997,030E,11120,7500,,,,
998,030E,11121,3333,,,,
999,030E,11130,2220,,,,
1000,030E,11132,1800,,,,
1001,030E,11136,5000,,,,
1002,030E,11141,3124,,,,
1003,030E,11141,4440,,,,
1004,030E,11145,3124,,,,
1005,030E,11145,3750,,,,
1006,030E,11152,2740,,,,
1007,030E,11154,3300,,,,
1008,030E,11157,9874,,,,
1009,030E,11160,5480,,,,
1010,030E,11163,8220,,,,
1011,030E,11165,5480,,,,
1012,030E,11166,7500,,,,
1013,030E,11167,2740,,,,
1014,030E,11170,2200,,,,
1015,030E,11174,2220,,,,
1016,030E,11175,7500,,,,
1017,030E,11178,5000,,,,
1018,030E,11184,7500,,,,
1019,030E,11185,2500,,,,
1020,030E,11185,5480,,,,
1021,030E,11189,2400,,,,
1022,030E,11270,30000,,,,
1023,030E,11294,5000,,,,
1024,030E,11379,1000,,,,
1025,030E,11454,4440,,,,
1026,030E,11630,4440,,,,
1027,030E,11638,4440,,,,
1028,030E,11646,3333,,,,
1029,030E,11655,6666,,,,
1030,030E,11664,3000,,,,
1031,030E,11672,6666,,,,
1032,030E,11680,2850,,,,
1033,030E,11683,2500,,,,
1034,030E,11687,2500,,,,
1035,030E,12506,2500,,,,
1036,030E,12510,2220,,,,
1037,030E,12513,2380,,,,
1038,030E,12516,2410,,,,
1039,030E,12519,4900,,,,
1040,030E,12522,3580,,,,
1041,030E,12524,1910,,,,
1042,030E,12525,1300,,,,
1043,030E,12528,2800,,,,
1044,030E,12529,1600,,,,
1045,030E,12533,2960,,,,
1046,030E,12533,2400,,,,
1047,030E,12533,2690,,,,
1048,030E,12535,2500,,,,
1049,030E,12537,7400,,,,
1050,030E,12539,2960,,,,
1051,030E,12542,1660,,,,
1052,030E,12546,2400,,,,
1053,030E,12549,11500,,,,
1054,030E,12549,4000,,,,
1055,030E,12555,2960,,,,
1056,030E,12555,3000,,,,
1057,030E,12559,1660,,,,
1058,030E,12564,4440,,,,
1059,030E,12570,3500,,,,
1060,030E,12575,3000,,,,
1061,030E,12580,2850,,,,
1062,030E,12585,255,,,,
1063,030E,12586,2500,,,,
1064,030E,12589,3200,,,,
1065,030E,12590,1660,,,,
1066,030E,12593,1660,,,,
1067,030E,12595,5000,,,,
1068,030E,12596,1800,,,,
1069,030E,12598,1800,,,,
1070,030E,12599,3000,,,,
1071,030E,12602,3300,,,,
1072,030E,12605,2300,,,,
1073,030E,12613,2500,,,,
1074,030E,12618,1800,,,,
1075,030E,12622,4440,,,,
1076,030E,12625,1266,,,,
1077,030E,12627,54000,,,,
1078,030E,12633,4440,,,,
1079,030E,12637,2893,,,,
1080,030E,12649,15600,,,,
1081,030E,12655,3000,,,,
1082,030E,12665,2220,,,,
1083,030E,12666,2000,,,,
1084,030E,12675,5000,,,,
1085,030E,12683,3124,,,,
1086,030E,12687,3124,,,,
1087,030E,12691,3124,,,,
1088,030E,12707,2220,,,,
1089,030E,12710,3750,,,,
1090,030E,12717,7500,,,,
1091,030E,12726,2000,,,,
1092,030E,12734,1666,,,,
1093,030E,12738,4440,,,,
1094,028E,10773,23000,,,,
1095,028E,10788,23000,,,,
1096,028E,10818,23000,,,,
1097,028E,10847,23000,,,,
1098,028E,10891,22000,,,,
1099,028E,10936,23000,,,,
1100,028E,11023,23000,,,,
1101,028E,11038,23000,,,,
1102,028E,11045,17138,,,,
1103,028E,11082,23000,,,,
1104,028E,11095,30000,,,,
1105,028E,11112,23000,,,,
1106,028E,11127,22000,,,,
1107,028E,11141,23000,,,,
1108,028E,11177,3240,,,,
1109,028E,11180,3240,,,,
1110,028E,11183,2865,,,,
1111,028E,11187,2865,,,,
1112,028E,11225,27500,,,,
1113,028E,11225,23000,,,,
1114,028E,11264,27500,,,,
1115,028E,11265,27500,,,,
1116,028E,11306,27500,,,,
1117,028E,11307,27500,,,,
1118,028E,11344,27500,,,,
1119,028E,11344,27500,,,,
1120,028E,11386,27500,,,,
1121,028E,11386,27500,,,,
1122,028E,11426,29500,,,,
1123,028E,11426,27500,,,,
1124,028E,11463,9750,,,,
1125,028E,11482,4932,,,,
1126,028E,11494,22000,,,,
1127,028E,11509,23000,,,,
1128,028E,11523,23000,,,,
1129,028E,11553,23000,,,,
1130,028E,11554,34278,,,,
1131,028E,11568,22000,,,,
1132,028E,11582,23000,,,,
1133,028E,11595,30000,,,,
1134,028E,11597,22000,,,,
1135,028E,11612,22000,,,,
1136,028E,11627,22000,,,,
1137,028E,11628,20000,,,,
1138,028E,11635,30000,,,,
1139,028E,11635,29970,,,,
1140,028E,11641,23000,,,,
1141,028E,11656,22000,,,,
1142,028E,11671,23000,,,,
1143,028E,11681,22852,,,,
1144,028E,11686,23000,,,,
1145,028E,11739,31420,,,,
1146,028E,11758,27500,,,,
1147,028E,11778,27500,,,,
1148,028E,11798,30000,,,,
1149,028E,11816,27500,,,,
1150,028E,11856,27500,,,,
1151,028E,11934,27500,,,,
1152,028E,12012,27500,,,,
1153,028E,12090,29500,,,,
1154,028E,12110,27500,,,,
1155,028E,12129,27500,,,,
1156,028E,12148,27500,,,,
1157,028E,12168,27500,,,,
1158,028E,12188,27500,,,,
1159,028E,12207,27500,,,,
1160,028E,12226,27500,,,,
1161,028E,12246,27500,,,,
1162,028E,12266,27500,,,,
1163,028E,12285,27500,,,,
1164,028E,12324,27500,,,,
1165,028E,12363,27500,,,,
1166,028E,12382,29500,,,,
1167,028E,12503,2400,,,,
1168,028E,12506,4500,,,,
1169,028E,12509,9860,,,,
1170,028E,12512,4500,,,,
1171,028E,12515,4285,,,,
1172,028E,12518,15000,,,,
1173,028E,12519,14250,,,,
1174,028E,12521,7200,,,,
1175,028E,12524,7500,,,,
1176,028E,12525,30000,,,,
1177,028E,12535,5930,,,,
1178,028E,12538,7500,,,,
1179,028E,12540,4800,,,,
1180,028E,12542,15000,,,,
1181,028E,12543,7230,,,,
1182,028E,12545,22000,,,,
1183,028E,12546,3750,,,,
1184,028E,12547,7000,,,,
1185,028E,12550,3560,,,,
1186,028E,12550,9862,,,,
1187,028E,12553,7200,,,,
1188,028E,12554,1256,,,,
1189,028E,12556,3600,,,,
1190,028E,12556,6650,,,,
1191,028E,12559,3600,,,,
1192,028E,12561,4800,,,,
1193,028E,12570,4800,,,,
1194,028E,12572,14250,,,,
1195,028E,12573,3600,,,,
1196,028E,12576,9230,,,,
1197,028E,12582,7200,,,,
1198,028E,12588,9600,,,,
1199,028E,12596,7200,,,,
1200,028E,12601,14400,,,,
1201,028E,12605,30000,,,,
1202,028E,12612,2400,,,,
1203,028E,12616,15000,,,,
1204,028E,12625,3650,,,,
1205,028E,12628,7200,,,,
1206,028E,12630,6666,,,,
1207,028E,12631,15000,,,,
1208,028E,12633,9600,,,,
1209,028E,12635,7120,,,,
1210,028E,12636,15000,,,,
1211,028E,12642,7120,,,,
1212,028E,12643,4814,,,,
1213,028E,12645,32700,,,,
1214,028E,12645,3600,,,,
1215,028E,12648,5000,,,,
1216,028E,12656,7200,,,,
1217,028E,12659,2400,,,,
1218,028E,12662,2400,,,,
1219,028E,12665,2400,,,,
1220,028E,12670,7200,,,,
1221,028E,12673,4800,,,,
1222,028E,12678,4800,,,,
1223,028E,12691,24765,,,,
1224,028E,12695,7500,,,,
1225,028E,12706,3600,,,,
1226,028E,12716,7500,,,,
1227,028E,12722,22000,,,,
1228,026E,3948,3020,,,,
1229,026E,4023,5800,,,,
1230,026E,4046,8500,,,,
1231,026E,4079,51430,,,,
1232,026E,4085,3330,,,,
1233,026E,4099,20000,,,,
1234,026E,4130,34287,,,,
1235,026E,4170,34287,,,,
1236,026E,10492,1500,,,,
1237,026E,10493,1000,,,,
1238,026E,10493.85,1000,,,,
1239,026E,10494.81,500,,,,
1240,026E,10495.8,1000,,,,
1241,026E,10496,1000,,,,
1242,026E,10497.8,333,,,,
1243,026E,10497.84,333,,,,
1244,026E,10498.25,333,,,,
1245,026E,10499,333,,,,
1246,026E,10730,27500,,,,
1247,026E,10730,30000,,,,
1248,026E,10770,27500,,,,
1249,026E,10770,27500,,,,
1250,026E,10810,27500,,,,
1251,026E,10810,27500,,,,
1252,026E,10850,27500,,,,
1253,026E,10850,27500,,,,
1254,026E,10890,27500,,,,
1255,026E,10954,790,,,,
1256,026E,10956,3300,,,,
1257,026E,10960,3330,,,,
1258,026E,10960,2800,,,,
1259,026E,10964,3500,,,,
1260,026E,10971,1290,,,,
1261,026E,10974,3750,,,,
1262,026E,10985,2192,,,,
1263,026E,10995,9500,,,,
1264,026E,11005,1280,,,,
1265,026E,11006,2360,,,,
1266,026E,11015,460,,,,
1267,026E,11022,4444,,,,
1268,026E,11023,2500,,,,
1269,026E,11045,27500,,,,
1270,026E,11061,11427,,,,
1271,026E,11068,1665,,,,
1272,026E,11071,1665,,,,
1273,026E,11073,3750,,,,
1274,026E,11092,9932,,,,
1275,026E,11093,11426,,,,
1276,026E,11108,2500,,,,
1277,026E,11113,1614,,,,
1278,026E,11174,47615,,,,
1279,026E,11180,27500,,,,
1280,026E,11230,27500,,,,
1281,026E,11230,27500,,,,
1282,026E,11270,27500,,,,
1283,026E,11310,27500,,,,
1284,026E,11310,30000,,,,
1285,026E,11350,27500,,,,
1286,026E,11350,27500,,,,
1287,026E,11390,27500,,,,
1288,026E,11390,27500,,,,
1289,026E,11430,27500,,,,
1290,026E,11455,2500,,,,
1291,026E,11464,2720,,,,
1292,026E,11475,2400,,,,
1293,026E,11478,2000,,,,
1294,026E,11481,6500,,,,
1295,026E,11490,1140,,,,
1296,026E,11491,180,,,,
1297,026E,11492,2500,,,,
1298,026E,11494,1660,,,,
1299,026E,11496,1660,,,,
1300,026E,11500,1626,,,,
1301,026E,11500,1660,,,,
1302,026E,11502,1660,,,,
1303,026E,11504,900,,,,
1304,026E,11515,32730,,,,
1305,026E,11516,3500,,,,
1306,026E,11517,16360,,,,
1307,026E,11523,1483,,,,
1308,026E,11523,4440,,,,
1309,026E,11547,27500,,,,
1310,026E,11566,30000,,,,
1311,026E,11574,10000,,,,
1312,026E,11599,1714,,,,
1313,026E,11604,27500,,,,
1314,026E,11623,27500,,,,
1315,026E,11628,3333,,,,
1316,026E,11649,1346,,,,
1317,026E,11654,5925,,,,
1318,026E,11657,1714,,,,
1319,026E,11661,3330,,,,
1320,026E,11665,2416,,,,
1321,026E,11669,5000,,,,
1322,026E,11674,4833,,,,
1323,026E,11675,30000,,,,
1324,026E,11686,2416,,,,
1325,026E,11689,2416,,,,
1326,026E,11747,27500,,,,
1327,026E,11785,27500,,,,
1328,026E,11862,27500,,,,
1329,026E,11881,27500,,,,
1330,026E,11900,27500,,,,
1331,026E,11919,27500,,,,
1332,026E,11938,27500,,,,
1333,026E,11958,27500,,,,
1334,026E,11977,27500,,,,
1335,026E,11996,27500,,,,
1336,026E,12054,27500,,,,
1337,026E,12073,27500,,,,
1338,026E,12092,27500,,,,
1339,026E,12111,27500,,,,
1340,026E,12130,30000,,,,
1341,026E,12149,27500,,,,
1342,026E,12169,22000,,,,
1343,026E,12226,27500,,,,
1344,026E,12245,27500,,,,
1345,026E,12265,30000,,,,
1346,026E,12265,27500,,,,
1347,026E,12284,27500,,,,
1348,026E,12284,30000,,,,
1349,026E,12303,27500,,,,
1350,026E,12303,32000,,,,
1351,026E,12322,30000,,,,
1352,026E,12360,27500,,,,
1353,026E,12380,27500,,,,
1354,026E,12399,27500,,,,
1355,026E,12418,27500,,,,
1356,026E,12437,27500,,,,
1357,026E,12456,27500,,,,
1358,026E,12476,27500,,,,
1359,026E,12523,27500,,,,
1360,026E,12523,27500,,,,
1361,026E,12551,12300,,,,
1362,026E,12563,27500,,,,
1363,026E,12566,1500,,,,
1364,026E,12569,2500,,,,
1365,026E,12588,7000,,,,
1366,026E,12608,26000,,,,
1367,026E,12643,27500,,,,
1368,026E,12646,4570,,,,
1369,026E,12656,10000,,,,
1370,026E,12667,4444,,,,
1371,026E,12670,7200,,,,
1372,026E,12673,4444,,,,
1373,026E,12677,4444,,,,
1374,026E,12693,2000,,,,
1375,026E,12705,2400,,,,
1376,026E,12708,7200,,,,
1377,026E,12714,7200,,,,
1378,026E,12717,2500,,,,
1379,026E,12724,2220,,,,
1380,026E,12729,3330,,,,
1381,026E,12730,3330,,,,
1382,026E,12733,3500,,,,
1383,026E,12735,3800,,,,
1384,026E,12736,7400,,,,
1385,026E,12739,3600,,,,
1386,026E,20030,49079,,,,
1387,026E,21420,27500,,,,
1388,026E,21429,41658,,,,
1389,026E,21459,27500,,,,
1390,026E,21479,27500,,,,
1391,026E,21517,27500,,,,
1392,026E,21555,27500,,,,
1393,026E,21594,27500,,,,
1394,026E,21613,27500,,,,
1395,026E,21632,27500,,,,
1396,026E,21662,41666,,,,
1397,026E,21670,27500,,,,
1398,023E,11460,4936,,,,
1399,023E,11463,10000,,,,
1400,023E,11466,4800,,,,
1401,023E,11471,22000,,,,
1402,023E,11474,9876,,,,
1403,023E,11477,3600,,,,
1404,023E,11480,7200,,,,
1405,023E,11486,15000,,,,
1406,023E,11489,7200,,,,
1407,023E,11498,3750,,,,
1408,023E,11501,7200,,,,
1409,023E,11503,9600,,,,
1410,023E,11506,4936,,,,
1411,023E,11509,7000,,,,
1412,023E,11512,7300,,,,
1413,023E,11514,30610,,,,
1414,023E,11514,3000,,,,
1415,023E,11517,4936,,,,
1416,023E,11520,7300,,,,
1417,023E,11524,9876,,,,
1418,023E,11527,9876,,,,
1419,023E,11530,7200,,,,
1420,023E,11540,7200,,,,
1421,023E,11552,4800,,,,
1422,023E,11581,2400,,,,
1423,023E,11584,2400,,,,
1424,023E,11587,2400,,,,
1425,023E,11590,2400,,,,
1426,023E,11593,2400,,,,
1427,023E,11596,2400,,,,
1428,023E,11599,2400,,,,
1429,023E,11603,2400,,,,
1430,023E,11606,9600,,,,
1431,023E,11621,7500,,,,
1432,023E,11624,9875,,,,
1433,023E,11627,14400,,,,
1434,023E,11629,20000,,,,
1435,023E,11634,30000,,,,
1436,023E,11635,3700,,,,
1437,023E,11637,30000,,,,
1438,023E,11640,7500,,,,
1439,023E,11644,4800,,,,
1440,023E,11648,7200,,,,
1441,023E,11651,3600,,,,
1442,023E,11660,3600,,,,
1443,023E,11662,7120,,,,
1444,023E,11665,9600,,,,
1445,023E,11667,15000,,,,
1446,023E,11668,3188,,,,
1447,023E,11670,7200,,,,
1448,023E,11671,7200,,,,
1449,023E,11672,22000,,,,
1450,023E,11675,28800,,,,
1451,023E,11680,7200,,,,
1452,023E,11683,3200,,,,
1453,023E,11686,2400,,,,
1454,023E,11690,3600,,,,
1455,023E,11720,31430,,,,
1456,023E,11739,29900,,,,
1457,023E,11758,31430,,,,
1458,023E,11856,29900,,,,
1459,023E,11895,25715,,,,
1460,023E,11914,30000,,,,
1461,023E,11934,29900,,,,
1462,023E,11973,29900,,,,
1463,023E,12012,29900,,,,
1464,023E,12032,27500,,,,
1465,023E,12070,27500,,,,
1466,023E,12090,29900,,,,
1467,023E,12110,29900,,,,
1468,023E,12129,29900,,,,
1469,023E,12168,27500,,,,
1470,023E,12188,29900,,,,
1471,023E,12266,29900,,,,
1472,023E,12285,30000,,,,
1473,023E,12344,29900,,,,
1474,023E,12363,29500,,,,
1475,023E,12402,30000,,,,
1476,023E,12422,30000,,,,
1477,023E,12441,30000,,,,
1478,023E,12460,30000,,,,
1479,023E,12480,30000,,,,
1480,023E,12530,7200,,,,
1481,023E,12551,3254,,,,
1482,023E,12566,7200,,,,
1483,023E,12635,3250,,,,
1484,023E,12638,1900,,,,
1485,023E,12668,1900,,,,
1486,023E,12672,7500,,,,
1487,023E,12675,9876,,,,
1488,023E,12678,15000,,,,
1489,023E,12681,4938,,,,
1490,023E,12685,22000,,,,
1491,023E,12685,30000,,,,
1492,023E,12698,7200,,,,
1493,023E,12701,4938,,,,
1494,023E,12711,4800,,,,
1495,023E,12712,7200,,,,
1496,023E,12714,7200,,,,
1497,023E,12715,14250,,,,
1498,023E,12717,4800,,,,
1499,023E,12719,7500,,,,
1500,023E,12720,7200,,,,
1501,023E,12723,3333,,,,
1502,023E,12723,4800,,,,
1503,023E,12726,7200,,,,
1504,023E,12727,3333,,,,
1505,023E,12729,7200,,,,
1506,023E,12732,9600,,,,
1507,023E,12735,15000,,,,
1508,023E,12735,7200,,,,
1509,023E,12738,7200,,,,
1510,023E,12741,2400,,,,
1511,023E,21490,6070,,,,
1512,023E,21500,1014,,,,
1513,023E,21506,3636,,,,
1514,023E,21511,6070,,,,
1515,023E,21521,3795,,,,
1516,023E,21568,2850,,,,
1517,023E,21591,2850,,,,
1518,023E,21594,2850,,,,
1519,023E,21601,2850,,,,
1520,021E,10712,12200,,,,
1521,021E,10723,32115,,,,
1522,021E,10856,30000,,,,
1523,021E,10952,2200,,,,
1524,021E,10955,2220,,,,
1525,021E,10958,2950,,,,
1526,021E,10961,2500,,,,
1527,021E,10968,3300,,,,
1528,021E,10970,6000,,,,
1529,021E,10979,3333,,,,
1530,021E,10983,1000,,,,
1531,021E,10988,2300,,,,
1532,021E,10996,7500,,,,
1533,021E,10996,10000,,,,
1534,021E,11001,10000,,,,
1535,021E,11002,5832,,,,
1536,021E,11006,7500,,,,
1537,021E,11006,3332,,,,
1538,021E,11009,5832,,,,
1539,021E,11009,10000,,,,
1540,021E,11012,3300,,,,
1541,021E,11015,7500,,,,
1542,021E,11020,3300,,,,
1543,021E,11023,7500,,,,
1544,021E,11027,2000,,,,
1545,021E,11029,2000,,,,
1546,021E,11036,2100,,,,
1547,021E,11036,2500,,,,
1548,021E,11039,1060,,,,
1549,021E,11047,3200,,,,
1550,021E,11078,8888,,,,
1551,021E,11081,10000,,,,
1552,021E,11088,8888,,,,
1553,021E,11092,10000,,,,
1554,021E,11092,5925,,,,
1555,021E,11106,2667,,,,
1556,021E,11109,1093,,,,
1557,021E,11111,2400,,,,
1558,021E,11111,2666,,,,
1559,021E,11114,2500,,,,
1560,021E,11114,2480,,,,
1561,021E,11117,2200,,,,
1562,021E,11126,7200,,,,
1563,021E,11131,15000,,,,
1564,021E,11135,7200,,,,
1565,021E,11144,7200,,,,
1566,021E,11153,2500,,,,
1567,021E,11156,7200,,,,
1568,021E,11162,7200,,,,
1569,021E,11164,1669,,,,
1570,021E,11179,2700,,,,
1571,021E,11189,9690,,,,
1572,021E,11192,1626,,,,
1573,021E,11222,30000,,,,
1574,021E,11230,27500,,,,
1575,021E,11262,24000,,,,
1576,021E,11267,7618,,,,
1577,021E,11315,4970,,,,
1578,021E,11330,21417,,,,
1579,021E,11345,36000,,,,
1580,021E,11366,30000,,,,
1581,021E,11401,6636,,,,
1582,021E,11464,3300,,,,
1583,021E,11470,2000,,,,
1584,021E,11473,2200,,,,
1585,021E,11475,2300,,,,
1586,021E,11476,2200,,,,
1587,021E,11478,825,,,,
1588,021E,11479,2200,,,,
1589,021E,11480,2200,,,,
1590,021E,11482,2240,,,,
1591,021E,11483,2200,,,,
1592,021E,11484,2240,,,,
1593,021E,11484,2160,,,,
1594,021E,11487,2080,,,,
1595,021E,11497,1600,,,,
1596,021E,11500,2300,,,,
1597,021E,11503,2900,,,,
1598,021E,11503,1515,,,,
1599,021E,11507,1800,,,,
1600,021E,11508,2963,,,,
1601,021E,11510,2000,,,,
1602,021E,11511,1667,,,,
1603,021E,11512,2300,,,,
1604,021E,11520,7200,,,,
1605,021E,11520,2856,,,,
1606,021E,11523,2000,,,,
1607,021E,11524,2000,,,,
1608,021E,11525,6556,,,,
1609,021E,11526,2200,,,,
1610,021E,11528,4800,,,,
1611,021E,11528,2500,,,,
1612,021E,11530,4166,,,,
1613,021E,11539,3333,,,,
1614,021E,11540,2307,,,,
1615,021E,11549,2916,,,,
1616,021E,11552,2222,,,,
1617,021E,11554,32720,,,,
1618,021E,11555,2000,,,,
1619,021E,11559,5000,,,,
1620,021E,11564,3333,,,,
1621,021E,11567,2850,,,,
1622,021E,11572,3333,,,,
1623,021E,11575,5830,,,,
1624,021E,11577,512,,,,
1625,021E,11579,2500,,,,
1626,021E,11581,5000,,,,
1627,021E,11583,8000,,,,
1628,021E,11583,2850,,,,
1629,021E,11585,2500,,,,
1630,021E,11587,5000,,,,
1631,021E,11588,4166,,,,
1632,021E,11591,4444,,,,
1633,021E,11591,4166,,,,
1634,021E,11595,7500,,,,
1635,021E,11598,2222,,,,
1636,021E,11599,255,,,,
1637,021E,11599.34,186,,,,
1638,021E,11600.41,170,,,,
1639,021E,11602,4400,,,,
1640,021E,11602.57,170,,,,
1641,021E,11603.86,186,,,,
1642,021E,11604.01,175,,,,
1643,021E,11604.31,175,,,,
1644,021E,11604.52,180,,,,
1645,021E,11606,1000,,,,
1646,021E,11609,4400,,,,
1647,021E,11612,8750,,,,
1648,021E,11614,4400,,,,
1649,021E,11616,2600,,,,
1650,021E,11618,27500,,,,
1651,021E,11622,1250,,,,
1652,021E,11626,3300,,,,
1653,021E,11627,14400,,,,
1654,021E,11628,4400,,,,
1655,021E,11637,1600,,,,
1656,021E,11640,2333,,,,
1657,021E,11643,1667,,,,
1658,021E,11645,1600,,,,
1659,021E,11648,1600,,,,
1660,021E,11650,1600,,,,
1661,021E,11652,1600,,,,
1662,021E,11654,1600,,,,
1663,021E,11656,2850,,,,
1664,021E,11656,2500,,,,
1665,021E,11659,3220,,,,
1666,021E,11661,2000,,,,
1667,021E,11662,3220,,,,
1668,021E,11663,2295,,,,
1669,021E,11666,2500,,,,
1670,021E,11670,1900,,,,
1671,021E,11671,2917,,,,
1672,021E,11674,2200,,,,
1673,021E,11675,3214,,,,
1674,021E,11678,2850,,,,
1675,021E,11683,5700,,,,
1676,021E,11684,1100,,,,
1677,021E,11687,2500,,,,
1678,021E,11690,2960,,,,
1679,021E,11692,1100,,,,
1680,021E,11696,1481,,,,
1681,021E,11699,2200,,,,
1682,021E,12505,2250,,,,
1683,021E,12507,3751,,,,
1684,021E,12509,3213,,,,
1685,021E,12510,2222,,,,
1686,021E,12512,2532,,,,
1687,021E,12516,2200,,,,
1688,021E,12521,2856,,,,
1689,021E,12521,3213,,,,
1690,021E,12524,3333,,,,
1691,021E,12524,4297,,,,
1692,021E,12527,2220,,,,
1693,021E,12527,4297,,,,
1694,021E,12527,7200,,,,
1695,021E,12532,725,,,,
1696,021E,12533,3333,,,,
1697,021E,12536,2200,,,,
1698,021E,12541,6111,,,,
1699,021E,12544,4297,,,,
1700,021E,12554,7200,,,,
1701,021E,12557,2900,,,,
1702,021E,12567,2592,,,,
1703,021E,12573,2592,,,,
1704,021E,12577,2592,,,,
1705,021E,12580,1600,,,,
1706,021E,12594,9874,,,,
1707,021E,12597,14400,,,,
1708,021E,12615,14400,,,,
1709,021E,12618,7200,,,,
1710,021E,12643,9600,,,,
1711,021E,12648,4444,,,,
1712,021E,12651,2333,,,,
1713,021E,12657,3600,,,,
1714,021E,12663,3200,,,,
1715,021E,12670,5632,,,,
1716,021E,12674,3750,,,,
1717,021E,12678,10170,,,,
1718,021E,12698,4374,,,,
1719,021E,12704,4094,,,,
1720,021E,12719,7362,,,,
1721,021E,12720,1800,,,,
1722,021E,12722,1500,,,,
1723,021E,12732,7200,,,,
1724,021E,12745,3000,,,,
1725,021E,12748,2600,,,,
1726,020E,3567,4100,,,,
1727,020E,3572,4100,,,,
1728,020E,3613,4314,,,,
1729,020E,3719,6136,,,,
1730,020E,3747,4270,,,,
1731,020E,3866,1150,,,,
1732,020E,3884,27500,,,,
1733,020E,3921,28570,,,,
1734,020E,3934,27500,,,,
1735,020E,3965,31649,,,,
1736,020E,3975,31200,,,,
1737,020E,4007,22000,,,,
1738,020E,4021,1000,,,,
1739,020E,4027,1333,,,,
1740,020E,4049,25800,,,,
1741,020E,4054,34285,,,,
1742,020E,4069,3800,,,,
1743,020E,4104,17332,,,,
1744,020E,4136,34285,,,,
1745,020E,4167,31676,,,,
1746,020E,4193,1262,,,,
1747,019E,10758,22000,,,,
1748,019E,10773,22000,,,,
1749,019E,10788,22000,,,,
1750,019E,10803,22000,,,,
1751,019E,10818,22000,,,,
1752,019E,10832,22000,,,,
1753,019E,10847,22000,,,,
1754,019E,10876,22000,,,,
1755,019E,10891,22000,,,,
1756,019E,10906,22000,,,,
1757,019E,10921,22000,,,,
1758,019E,10936,22000,,,,
1759,019E,10964,22000,,,,
1760,019E,10979,22000,,,,
1761,019E,10994,22000,,,,
1762,019E,11009,23500,,,,
1763,019E,11038,22000,,,,
1764,019E,11053,22000,,,,
1765,019E,11068,22000,,,,
1766,019E,11082,22000,,,,
1767,019E,11097,22000,,,,
1768,019E,11112,22000,,,,
1769,019E,11127,22000,,,,
1770,019E,11141,23500,,,,
1771,019E,11156,22000,,,,
1772,019E,11171,22000,,,,
1773,019E,11186,22000,,,,
1774,019E,11208,7200,,,,
1775,019E,11221,7200,,,,
1776,019E,11229,22000,,,,
1777,019E,11244,22000,,,,
1778,019E,11259,22000,,,,
1779,019E,11273,22000,,,,
1780,019E,11288,22000,,,,
1781,019E,11303,22000,,,,
1782,019E,11318,22000,,,,
1783,019E,11324,7200,,,,
1784,019E,11327,9875,,,,
1785,019E,11333,4936,,,,
1786,019E,11347,22000,,,,
1787,019E,11362,22000,,,,
1788,019E,11377,22000,,,,
1789,019E,11391,22000,,,,
1790,019E,11400,9875,,,,
1791,019E,11421,22000,,,,
1792,019E,11429,9875,,,,
1793,019E,11442,9875,,,,
