ID,PT,FREQ,SYMBOL,NAME,FREQ_REAL,SYMBOL_REAL,COMMENT
1794,019E,11464,22000,,,,
1795,019E,11494,22000,,,,
1796,019E,11509,22000,,,,
1797,019E,11523,22000,,,,
1798,019E,11538,22000,,,,
1799,019E,11553,22000,,,,
1800,019E,11559,9874,,,,
1801,019E,11572,9874,,,,
1802,019E,11575,9874,,,,
1803,019E,11582,22000,,,,
1804,019E,11589,7200,,,,
1805,019E,11598,7200,,,,
1806,019E,11600,4800,,,,
1807,019E,11604,2200,,,,
1808,019E,11605,7200,,,,
1809,019E,11606,1000,,,,
1810,019E,11618,7200,,,,
1811,019E,11620,9875,,,,
1812,019E,11632,7200,,,,
1813,019E,11645,68570,,,,
1814,019E,11648,7200,,,,
1815,019E,11651,68570,,,,
1816,019E,11656,7200,,,,
1817,019E,11671,22000,,,,
1818,019E,11694,940,,,,
1819,019E,11695,285,,,,
1820,019E,11697,2915,,,,
1821,019E,11739,27500,,,,
1822,019E,11758,27500,,,,
1823,019E,11778,29500,,,,
1824,019E,11798,27500,,,,
1825,019E,11817,31428,,,,
1826,019E,11836,27500,,,,
1827,019E,11856,29700,,,,
1828,019E,11876,34288,,,,
1829,019E,11895,29700,,,,
1830,019E,11914,27500,,,,
1831,019E,11934,29700,,,,
1832,019E,11954,27500,,,,
1833,019E,11973,27500,,,,
1834,019E,11992,27500,,,,
1835,019E,12012,29700,,,,
1836,019E,12032,27500,,,,
1837,019E,12051,27500,,,,
1838,019E,12090,29700,,,,
1839,019E,12110,27500,,,,
1840,019E,12148,27500,,,,
1841,019E,12168,29700,,,,
1842,019E,12188,27500,,,,
1843,019E,12207,29700,,,,
1844,019E,12226,27500,,,,
1845,019E,12246,30940,,,,
1846,019E,12285,29700,,,,
1847,019E,12304,27500,,,,
1848,019E,12324,29700,,,,
1849,019E,12344,30000,,,,
1850,019E,12363,27500,,,,
1851,019E,12382,27500,,,,
1852,019E,12402,29700,,,,
1853,019E,12422,27500,,,,
1854,019E,12441,27500,,,,
1855,019E,12460,27500,,,,
1856,019E,12480,27500,,,,
1857,019E,12515,22000,,,,
1858,019E,12545,22000,,,,
1859,019E,12552,22000,,,,
1860,019E,12574,22000,,,,
1861,019E,12604,22000,,,,
1862,019E,12610,22000,,,,
1863,019E,12633,22000,,,,
1864,019E,12640,23500,,,,
1865,019E,12663,22000,,,,
1866,019E,12670,23500,,,,
1867,019E,12728,23500,,,,
1868,017E,3703,5000,,,,
1869,017E,3733,10000,,,,
1870,017E,3757,11647,,,,
1871,017E,3880,1667,,,,
1872,017E,4118,1100,,,,
1873,017E,11718,30000,,,,
1874,017E,11881,30000,,,,
1875,017E,11968,34030,,,,
1876,017E,12169,30000,,,,
1877,017E,12216,30000,,,,
1878,017E,12333,30000,,,,
1879,017E,12707,5835,,,,
1880,017E,20001,44765,,,,
1881,017E,20728,10000,,,,
1882,017E,20740,10000,,,,
1883,017E,20750,10000,,,,
1884,017E,20766,20000,,,,
1885,017E,20865,3000,,,,
1886,017E,20900,499,,,,
1887,016E,10721,30000,,,,
1888,016E,10762,30000,,,,
1889,016E,10804,29950,,,,
1890,016E,10804,30000,,,,
1891,016E,10845,30000,,,,
1892,016E,10845,30000,,,,
1893,016E,10887,30000,,,,
1894,016E,10887,30000,,,,
1895,016E,10928,30000,,,,
1896,016E,10928,30000,,,,
1897,016E,10957,3333,,,,
1898,016E,10961,3333,,,,
1899,016E,10961,2400,,,,
1900,016E,10964,14000,,,,
1901,016E,10964,14400,,,,
1902,016E,10967,3750,,,,
1903,016E,10968,7200,,,,
1904,016E,10969,5632,,,,
1905,016E,10973,3000,,,,
1906,016E,10977,7500,,,,
1907,016E,10981,3750,,,,
1908,016E,10985,9600,,,,
1909,016E,10988,9714,,,,
1910,016E,10990,3400,,,,
1911,016E,10994,4937,,,,
1912,016E,10996,5713,,,,
1913,016E,10997,7200,,,,
1914,016E,11000,13000,,,,
1915,016E,11000,5000,,,,
1916,016E,11003,6111,,,,
1917,016E,11006,4937,,,,
1918,016E,11006,5000,,,,
1919,016E,11012,4937,,,,
1920,016E,11015,7200,,,,
1921,016E,11016,7200,,,,
1922,016E,11019,14400,,,,
1923,016E,11021,9700,,,,
1924,016E,11022,7200,,,,
1925,016E,11024,3333,,,,
1926,016E,11025,6111,,,,
1927,016E,11041,2916,,,,
1928,016E,11053.07,176,,,,
1929,016E,11054.09,365,,,,
1930,016E,11054.88,176,,,,
1931,016E,11055,27500,,,,
1932,016E,11055.22,354,,,,
1933,016E,11055.72,376,,,,
1934,016E,11059,3400,,,,
1935,016E,11061,4165,,,,
1936,016E,11061,7200,,,,
1937,016E,11064,3600,,,,
1938,016E,11064,3200,,,,
1939,016E,11080,10000,,,,
1940,016E,11083,10000,,,,
1941,016E,11094,27500,,,,
1942,016E,11103,14400,,,,
1943,016E,11106,7120,,,,
1944,016E,11108,7200,,,,
1945,016E,11126,7200,,,,
1946,016E,11130,9876,,,,
1947,016E,11135,7200,,,,
1948,016E,11139,27500,,,,
1949,016E,11139,5000,,,,
1950,016E,11144,7200,,,,
1951,016E,11150,14400,,,,
1952,016E,11153,7200,,,,
1953,016E,11157,12850,,,,
1954,016E,11163,6666,,,,
1955,016E,11166,14400,,,,
1956,016E,11172,7200,,,,
1957,016E,11176,10000,,,,
1958,016E,11178,27500,,,,
1959,016E,11179,14400,,,,
1960,016E,11182,7200,,,,
1961,016E,11184,14400,,,,
1962,016E,11189,7200,,,,
1963,016E,11192,5000,,,,
1964,016E,11216,22500,,,,
1965,016E,11231,42000,,,,
1966,016E,11234,7500,,,,
1967,016E,11262,30000,,,,
1968,016E,11283,30000,,,,
1969,016E,11324,30000,,,,
1970,016E,11366,30000,,,,
1971,016E,11387,32000,,,,
1972,016E,11401,17500,,,,
1973,016E,11429,28330,,,,
1974,016E,11471,30000,,,,
1975,016E,11471,30000,,,,
1976,016E,11471,30000,,,,
1977,016E,11512,30000,,,,
1978,016E,11512,30000,,,,
1979,016E,11512,29950,,,,
1980,016E,11554,30000,,,,
1981,016E,11554,30000,,,,
1982,016E,11554,30000,,,,
1983,016E,11595,30000,,,,
1984,016E,11595,30000,,,,
1985,016E,11596,29980,,,,
1986,016E,11637,30000,,,,
1987,016E,11637,30000,,,,
1988,016E,11637,30000,,,,
1989,016E,11678,30000,,,,
1990,016E,11678,30000,,,,
1991,016E,12507,1585,,,,
1992,016E,12508,4937,,,,
1993,016E,12511,7200,,,,
1994,016E,12514,3165,,,,
1995,016E,12516,4937,,,,
1996,016E,12517,3200,,,,
1997,016E,12520,7120,,,,
1998,016E,12522,10833,,,,
1999,016E,12524,4800,,,,
2000,016E,12533,10832,,,,
2001,016E,12537,13910,,,,
2002,016E,12543,3166,,,,
2003,016E,12549,6332,,,,
2004,016E,12550,7200,,,,
2005,016E,12552,9500,,,,
2006,016E,12556,6333,,,,
2007,016E,12559,9500,,,,
2008,016E,12562,30000,,,,
2009,016E,12563,3703,,,,
2010,016E,12567,405,,,,
2011,016E,12568,16667,,,,
2012,016E,12568,405,,,,
2013,016E,12571,4937,,,,
2014,016E,12589,146,,,,
2015,016E,12589,7200,,,,
2016,016E,12593,2500,,,,
2017,016E,12595,15000,,,,
2018,016E,12597,14400,,,,
2019,016E,12601,19200,,,,
2020,016E,12602,2850,,,,
2021,016E,12604,30000,,,,
2022,016E,12605,1415,,,,
2023,016E,12605,7125,,,,
2024,016E,12606,30000,,,,
2025,016E,12607,2850,,,,
2026,016E,12610,19200,,,,
2027,016E,12610,2735,,,,
2028,016E,12618,9600,,,,
2029,016E,12621,8140,,,,
2030,016E,12625,1650,,,,
2031,016E,12625,2200,,,,
2032,016E,12625,3615,,,,
2033,016E,12628,3165,,,,
2034,016E,12628,1650,,,,
2035,016E,12628,2200,,,,
2036,016E,12630,3615,,,,
2037,016E,12634,13000,,,,
2038,016E,12643,27500,,,,
2039,016E,12648,5000,,,,
2040,016E,12653,3167,,,,
2041,016E,12657,3167,,,,
2042,016E,12660,4100,,,,
2043,016E,12674,3166,,,,
2044,016E,12677,7000,,,,
2045,016E,12679,5000,,,,
2046,016E,12682,7425,,,,
2047,016E,12687,30000,,,,
2048,016E,12689,6000,,,,
2049,016E,12692,9600,,,,
2050,016E,12693,2222,,,,
2051,016E,12695,7200,,,,
2052,016E,12698,6000,,,,
2053,016E,12699,9880,,,,
2054,016E,12701,4800,,,,
2055,016E,12704,6000,,,,
2056,016E,12706,2670,,,,
2057,016E,12707,8000,,,,
2058,016E,12710,3550,,,,
2059,016E,12712,2670,,,,
2060,016E,12713,3166,,,,
2061,016E,12716,4167,,,,
2062,016E,12719,5000,,,,
2063,016E,12720,6000,,,,
2064,016E,12723,7200,,,,
2065,016E,12724,4100,,,,
2066,016E,12728,6000,,,,
2067,016E,12731,1697,,,,
2068,016E,12731,19200,,,,
2069,016E,12734,3780,,,,
2070,016E,12734,13333,,,,
2071,016E,12737,9876,,,,
2072,016E,12738,2666,,,,
2073,016E,12740,2400,,,,
2074,016E,12743,4936,,,,
2075,016E,12743,1000,,,,
2076,016E,21534,1833,,,,
2077,016E,21538,1054,,,,
2078,016E,21557,1250,,,,
2079,016E,21562,1010,,,,
2080,016E,21563,1250,,,,
2081,016E,21564,128,,,,
2082,016E,21568,1383,,,,
2083,016E,21572,2900,,,,
2084,016E,21576,3675,,,,
2085,016E,21578,2291,,,,
2086,013E,10719,27500,,,,
2087,013E,10727,30000,,,,
2088,013E,10758,27500,,,,
2089,013E,10796,27500,,,,
2090,013E,10853,29900,,,,
2091,013E,10873,27500,,,,
2092,013E,10911,27500,,,,
2093,013E,10930,30000,,,,
2094,013E,10949,27500,,,,
2095,013E,10971,29700,,,,
2096,013E,10992,27500,,,,
2097,013E,11013,29900,,,,
2098,013E,11034,27500,,,,
2099,013E,11075,30000,,,,
2100,013E,11096,30000,,,,
2101,013E,11117,27500,,,,
2102,013E,11137,27500,,,,
2103,013E,11158,27500,,,,
2104,013E,11179,27500,,,,
2105,013E,11187,7200,,,,
2106,013E,11190,14400,,,,
2107,013E,11199,9600,,,,
2108,013E,11211,9600,,,,
2109,013E,11219,33000,,,,
2110,013E,11240,27500,,,,
2111,013E,11258,27500,,,,
2112,013E,11278,27500,,,,
2113,013E,11296,27500,,,,
2114,013E,11334,27500,,,,
2115,013E,11355,27500,,,,
2116,013E,11373,27500,,,,
2117,013E,11393,27500,,,,
2118,013E,11411,27500,,,,
2119,013E,11432,29900,,,,
2120,013E,11449,27500,,,,
2121,013E,11470,33000,,,,
2122,013E,11488,27500,,,,
2123,013E,11508,27500,,,,
2124,013E,11526,33000,,,,
2125,013E,11566,29900,,,,
2126,013E,11585,27500,,,,
2127,013E,11590,7200,,,,
2128,013E,11599,7200,,,,
2129,013E,11615,14400,,,,
2130,013E,11628,7200,,,,
2131,013E,11633,14400,,,,
2132,013E,11639,2222,,,,
2133,013E,11642,27500,,,,
2134,013E,11662,27500,,,,
2135,013E,11681,27500,,,,
2136,013E,11727,29900,,,,
2137,013E,11747,27500,,,,
2138,013E,11766,29900,,,,
2139,013E,11785,27500,,,,
2140,013E,11804,30000,,,,
2141,013E,11823,27500,,,,
2142,013E,11843,29900,,,,
2143,013E,11862,29900,,,,
2144,013E,11881,27500,,,,
2145,013E,11919,29900,,,,
2146,013E,11938,30000,,,,
2147,013E,11958,27500,,,,
2148,013E,11977,29900,,,,
2149,013E,11996,29900,,,,
2150,013E,12015,27500,,,,
2151,013E,12034,29900,,,,
2152,013E,12054,29900,,,,
2153,013E,12073,29900,,,,
2154,013E,12111,27500,,,,
2155,013E,12130,30000,,,,
2156,013E,12149,27500,,,,
2157,013E,12169,30000,,,,
2158,013E,12188,27500,,,,
2159,013E,12207,29900,,,,
2160,013E,12226,27500,,,,
2161,013E,12265,27500,,,,
2162,013E,12284,27500,,,,
2163,013E,12303,27500,,,,
2164,013E,12322,27500,,,,
2165,013E,12341,29900,,,,
2166,013E,12380,30000,,,,
2167,013E,12399,29700,,,,
2168,013E,12418,29900,,,,
2169,013E,12466,29900,,,,
2170,013E,12476,29900,,,,
2171,013E,12520,27500,,,,
2172,013E,12558,27500,,,,
2173,013E,12577,27500,,,,
2174,013E,12584,9800,,,,
2175,013E,12592,21600,,,,
2176,013E,12596,9800,,,,
2177,013E,12600,7200,,,,
2178,013E,12608,9800,,,,
2179,013E,12616,30000,,,,
2180,013E,12617,7200,,,,
2181,013E,12635,30000,,,,
2182,013E,12654,30000,,,,
2183,013E,12673,30000,,,,
2184,013E,12692,27500,,,,
2185,013E,12713,30000,,,,
2186,013E,12731,30000,,,,
2187,010E,3750,2500,,,,
2188,010E,3819,1200,,,,
2189,010E,3835,1650,,,,
2190,010E,3860,4042,,,,
2191,010E,3861,3087,,,,
2192,010E,3870,3333,,,,
2193,010E,3874,2080,,,,
2194,010E,3888,7200,,,,
2195,010E,3895,3750,,,,
2196,010E,3899,23330,,,,
2197,010E,3900,3750,,,,
2198,010E,3904,3750,,,,
2199,010E,3909,2750,,,,
2200,010E,3917,5210,,,,
2201,010E,3925,4040,,,,
2202,010E,3925,4040,,,,
2203,010E,3949,1212,,,,
2204,010E,3974,4475,,,,
2205,010E,3982,23333,,,,
2206,010E,3987,18260,,,,
2207,010E,4005,14760,,,,
2208,010E,4009,3600,,,,
2209,010E,4026,23000,,,,
2210,010E,4028,2483,,,,
2211,010E,4039,3333,,,,
2212,010E,4067,1333,,,,
2213,010E,4091,20952,,,,
2214,010E,4117,2167,,,,
2215,010E,4147,68500,,,,
2216,010E,4158,45000,,,,
2217,010E,10732,34000,,,,
2218,010E,10737,7200,,,,
2219,010E,10768,34000,,,,
2220,010E,10771,22963,,,,
2221,010E,10774,7200,,,,
2222,010E,10779,9600,,,,
2223,010E,10781,9600,,,,
2224,010E,10823,30124,,,,
2225,010E,10827,36815,,,,
2226,010E,10853,25545,,,,
2227,010E,10880,10038,,,,
2228,010E,10896,1934,,,,
2229,010E,10907,54270,,,,
2230,010E,10920,63900,,,,
2231,010E,10946,23426,,,,
2232,010E,10976,25545,,,,
2233,010E,10994,9525,,,,
2234,010E,11111,83700,,,,
2235,010E,11166,5000,,,,
2236,010E,11176,5000,,,,
2237,010E,11194,7200,,,,
2238,010E,11200,35291,,,,
2239,010E,11221,30000,,,,
2240,010E,11221,30000,,,,
2241,010E,11251,6900,,,,
2242,010E,11276,7120,,,,
2243,010E,11291,9875,,,,
2244,010E,11291,9875,,,,
2245,010E,11295,14400,,,,
2246,010E,11296,7200,,,,
2247,010E,11302,7200,,,,
2248,010E,11305,7120,,,,
2249,010E,11309,15000,,,,
2250,010E,11312,7200,,,,
2251,010E,11313,14400,,,,
2252,010E,11315,7200,,,,
2253,010E,11317,7200,,,,
2254,010E,11323,2000,,,,
2255,010E,11329,7200,,,,
2256,010E,11332,7200,,,,
2257,010E,11345,10000,,,,
2258,010E,11347,7200,,,,
2259,010E,11376,26770,,,,
2260,010E,11377,26766,,,,
2261,010E,11381,36805,,,,
2262,010E,11382,33469,,,,
2263,010E,11408,25545,,,,
2264,010E,11409,25545,,,,
2265,010E,11440,63900,,,,
2266,010E,11447,63900,,,,
2267,010E,11479,6667,,,,
2268,010E,11487,9522,,,,
2269,010E,11538,57140,,,,
2270,010E,11687,9523,,,,
2271,010E,12506,255,,,,
2272,010E,12527,2333,,,,
2273,010E,12533,1144,,,,
2274,010E,12555,1000,,,,
2275,010E,12598,1013,,,,
2276,010E,12625,23428,,,,
2277,010E,12643,2061,,,,
2278,010E,12736,4000,,,,
2279,009E,11727,30000,,,,
2280,009E,11727.0,30000,,,,
2281,009E,11785,27500,,,,
2282,009E,11804,27500,,,,
2283,009E,11823,27500,,,,
2284,009E,11843,27500,,,,
2285,009E,11862,27500,,,,
2286,009E,11881,30000,,,,
2287,009E,11900,27500,,,,
2288,009E,11919,30000,,,,
2289,009E,11938,27500,,,,
2290,009E,11958,27500,,,,
2291,009E,11977,30000,,,,
2292,009E,11996,27500,,,,
2293,009E,12015,27500,,,,
2294,009E,12034,27500,,,,
2295,009E,12054,27500,,,,
2296,009E,12092,27500,,,,
2297,009E,12111,31400,,,,
2298,009E,12149,31400,,,,
2299,009E,12169,27500,,,,
2300,009E,12207,27500,,,,
2301,009E,12226,31400,,,,
2302,009E,12226,30000,,,,
2303,009E,12245,27500,,,,
2304,009E,12284,27500,,,,
2305,009E,12303,30000,,,,
2306,009E,12303,31400,,,,
2307,009E,12341,31400,,,,
2308,009E,12380,31400,,,,
2309,009E,12399,27500,,,,
2310,009E,12466,41950,,,,
2311,009E,12476,27500,,,,
2312,007E,10721,22000,,,,
2313,007E,10722,27500,,,,
2314,007E,10762,30000,,,,
2315,007E,10762,30000,,,,
2316,007E,10804,34290,,,,
2317,007E,10845,30000,,,,
2318,007E,10845,34290,,,,
2319,007E,10887,30000,,,,
2320,007E,10958,4434,,,,
2321,007E,10959,8570,,,,
2322,007E,10961,9875,,,,
2323,007E,10961,8023,,,,
2324,007E,10964,16951,,,,
2325,007E,10965,16961,,,,
2326,007E,10967,22861,,,,
2327,007E,10968,7200,,,,
2328,007E,10970,4936,,,,
2329,007E,10971,30000,,,,
2330,007E,10973,9874,,,,
2331,007E,10973,11244,,,,
2332,007E,10976,4938,,,,
2333,007E,10977,8023,,,,
2334,007E,10978,8023,,,,
2335,007E,10981,45000,,,,
2336,007E,10982,17647,,,,
2337,007E,10983,16950,,,,
2338,007E,10985,11245,,,,
2339,007E,10987,4936,,,,
2340,007E,10987,8023,,,,
2341,007E,10990,4936,,,,
2342,007E,10990,19200,,,,
2343,007E,10993,22861,,,,
2344,007E,10994,4827,,,,
2345,007E,10997,9875,,,,
2346,007E,10998,9875,,,,
2347,007E,11000,16965,,,,
2348,007E,11001,4937,,,,
2349,007E,11005,6666,,,,
2350,007E,11005,4936,,,,
2351,007E,11005,8023,,,,
2352,007E,11007,4937,,,,
2353,007E,11009,9875,,,,
2354,007E,11009,3750,,,,
2355,007E,11012,4433,,,,
2356,007E,11012,7200,,,,
2357,007E,11016,22861,,,,
2358,007E,11017,3750,,,,
2359,007E,11019,17145,,,,
2360,007E,11020,7200,,,,
2361,007E,11023,7200,,,,
2362,007E,11023,8023,,,,
2363,007E,11026,6666,,,,
2364,007E,11040,1904,,,,
2365,007E,11043,7200,,,,
2366,007E,11043,4936,,,,
2367,007E,11044,45000,,,,
2368,007E,11047,16961,,,,
2369,007E,11049,4936,,,,
2370,007E,11051,22860,,,,
2371,007E,11054,4936,,,,
2372,007E,11055,9875,,,,
2373,007E,11057,30000,,,,
2374,007E,11059,4936,,,,
2375,007E,11061,4934,,,,
2376,007E,11061,7200,,,,
2377,007E,11063,20926,,,,
2378,007E,11065,9876,,,,
2379,007E,11066,16961,,,,
2380,007E,11070,7200,,,,
2381,007E,11070,8023,,,,
2382,007E,11075,22861,,,,
2383,007E,11075,22860,,,,
2384,007E,11078,7200,,,,
2385,007E,11078,7200,,,,
2386,007E,11080,9876,,,,
2387,007E,11080,9875,,,,
2388,007E,11083,17145,,,,
2389,007E,11083,4434,,,,
2390,007E,11084,17145,,,,
2391,007E,11088,6666,,,,
2392,007E,11090,4937,,,,
2393,007E,11090,7200,,,,
2394,007E,11093,30000,,,,
2395,007E,11093,11000,,,,
2396,007E,11096,6666,,,,
2397,007E,11096,4936,,,,
2398,007E,11099,22861,,,,
2399,007E,11099,4000,,,,
2400,007E,11102,16965,,,,
2401,007E,11104,9875,,,,
2402,007E,11106,45000,,,,
2403,007E,11107,8023,,,,
2404,007E,11107,8023,,,,
2405,007E,11123,3333,,,,
2406,007E,11126,7450,,,,
2407,007E,11126,7200,,,,
2408,007E,11129,9700,,,,
2409,007E,11129,9876,,,,
2410,007E,11132,17145,,,,
2411,007E,11132,15000,,,,
2412,007E,11135,18755,,,,
2413,007E,11135,6666,,,,
2414,007E,11138,3366,,,,
2415,007E,11140,14400,,,,
2416,007E,11140,9600,,,,
2417,007E,11143,7500,,,,
2418,007E,11143,7200,,,,
2419,007E,11146,7200,,,,
2420,007E,11146,19200,,,,
2421,007E,11148,4800,,,,
2422,007E,11149,17145,,,,
2423,007E,11150,3600,,,,
2424,007E,11152,4165,,,,
2425,007E,11153,9800,,,,
2426,007E,11153,7500,,,,
2427,007E,11156,7200,,,,
2428,007E,11159,4800,,,,
2429,007E,11162,7200,,,,
2430,007E,11163,7200,,,,
2431,007E,11164,9874,,,,
2432,007E,11166,14400,,,,
2433,007E,11167,9874,,,,
2434,007E,11170,7200,,,,
2435,007E,11171,7200,,,,
2436,007E,11173,7200,,,,
2437,007E,11174,3000,,,,
2438,007E,11178,9874,,,,
2439,007E,11178,9700,,,,
2440,007E,11181,21600,,,,
2441,007E,11182,6666,,,,
2442,007E,11184,3600,,,,
2443,007E,11186,14400,,,,
2444,007E,11189,10000,,,,
2445,007E,11189,7200,,,,
2446,007E,11192,6976,,,,
2447,007E,11212,15165,,,,
2448,007E,11222,30000,,,,
2449,007E,11226,34290,,,,
2450,007E,11231,47000,,,,
2451,007E,11262,27500,,,,
2452,007E,11293,47000,,,,
2453,007E,11304,29700,,,,
2454,007E,11324,29700,,,,
2455,007E,11356,35000,,,,
2456,007E,11387,27500,,,,
2457,007E,11396,7200,,,,
2458,007E,11397,7200,,,,
2459,007E,11406,7200,,,,
2460,007E,11444,3210,,,,
2461,007E,11458,10000,,,,
2462,007E,11459,7200,,,,
2463,007E,11461,14400,,,,
2464,007E,11474,6000,,,,
2465,007E,11479,14400,,,,
2466,007E,11480,4200,,,,
2467,007E,11481,45000,,,,
2468,007E,11483,4200,,,,
2469,007E,11485,1000,,,,
2470,007E,11486,6666,,,,
2471,007E,11490,2222,,,,
2472,007E,11493,2222,,,,
2473,007E,11496,2915,,,,
2474,007E,11498,6668,,,,
2475,007E,11498,4987,,,,
2476,007E,11501,10000,,,,
2477,007E,11504,7200,,,,
2478,007E,11507,5000,,,,
2479,007E,11510,7500,,,,
2480,007E,11517,9600,,,,
2481,007E,11520,12500,,,,
2482,007E,11523,7120,,,,
2483,007E,11526,10000,,,,
2484,007E,11533,68576,,,,
2485,007E,11541,68576,,,,
2486,007E,11542,7200,,,,
2487,007E,11548,14400,,,,
2488,007E,11551,22857,,,,
2489,007E,11562,7200,,,,
2490,007E,11563,9874,,,,
2491,007E,11569,9600,,,,
2492,007E,11580,11246,,,,
2493,007E,11584,14400,,,,
2494,007E,11586,11000,,,,
2495,007E,11602,14400,,,,
2496,007E,11606,45000,,,,
2497,007E,11635,16000,,,,
2498,007E,11637,5000,,,,
2499,007E,11658,3600,,,,
2500,007E,11662,2000,,,,
2501,007E,11664,9800,,,,
2502,007E,11667,3600,,,,
2503,007E,11667,3780,,,,
2504,007E,11670,15000,,,,
2505,007E,11672,3780,,,,
2506,007E,11677,5040,,,,
2507,007E,11679,14400,,,,
2508,007E,11681,2500,,,,
2509,007E,11684,5000,,,,
2510,007E,11684,7400,,,,
2511,007E,11685,2500,,,,
2512,007E,11688,15000,,,,
2513,007E,11689,5040,,,,
2514,007E,11692,11247,,,,
2515,007E,11697,1111,,,,
2516,007E,12504,1500,,,,
2517,007E,12504,1670,,,,
2518,007E,12507,500,,,,
2519,007E,12508,550,,,,
2520,007E,12510,7200,,,,
2521,007E,12511,1833,,,,
2522,007E,12513,7200,,,,
2523,007E,12515,1303,,,,
2524,007E,12515,4022,,,,
2525,007E,12519,7200,,,,
2526,007E,12519,4800,,,,
2527,007E,12523,10000,,,,
2528,007E,12524,2400,,,,
2529,007E,12526,5000,,,,
2530,007E,12529,2500,,,,
2531,007E,12530,1480,,,,
2532,007E,12535,4000,,,,
2533,007E,12537,8000,,,,
2534,007E,12540,3600,,,,
2535,007E,12540,5000,,,,
2536,007E,12543,3600,,,,
2537,007E,12546,19200,,,,
2538,007E,12547,6666,,,,
2539,007E,12549,9876,,,,
2540,007E,12551,1000,,,,
2541,007E,12552,14400,,,,
2542,007E,12554,2400,,,,
2543,007E,12555,7200,,,,
2544,007E,12558,9876,,,,
2545,007E,12561,11246,,,,
2546,007E,12562,30000,,,,
2547,007E,12564,7200,,,,
2548,007E,12566,19200,,,,
2549,007E,12568,17017,,,,
2550,007E,12569,30000,,,,
2551,007E,12573,11246,,,,
2552,007E,12576,4938,,,,
2553,007E,12590,3675,,,,
2554,007E,12593,9600,,,,
2555,007E,12596,6111,,,,
2556,007E,12600,2500,,,,
2557,007E,12603,7500,,,,
2558,007E,12604,30000,,,,
2559,007E,12605,5748,,,,
2560,007E,12606,9600,,,,
2561,007E,12609,7200,,,,
2562,007E,12612,7200,,,,
2563,007E,12613,1542,,,,
2564,007E,12615,4600,,,,
2565,007E,12617,300,,,,
2566,007E,12618,5250,,,,
2567,007E,12621,14400,,,,
2568,007E,12622,6000,,,,
2569,007E,12624,15000,,,,
2570,007E,12627,4600,,,,
2571,007E,12630,7500,,,,
2572,007E,12633,3750,,,,
2573,007E,12637,7200,,,,
2574,007E,12638,4937,,,,
2575,007E,12640,7200,,,,
2576,007E,12643,7200,,,,
2577,007E,12645,9875,,,,
2578,007E,12645,7200,,,,
2579,007E,12646,16951,,,,
2580,007E,12649,7200,,,,
2581,007E,12655,3600,,,,
2582,007E,12657,2476,,,,
2583,007E,12658,9200,,,,
2584,007E,12674,3600,,,,
2585,007E,12677,7200,,,,
2586,007E,12680,9600,,,,
2587,007E,12681,17144,,,,
2588,007E,12683,19200,,,,
2589,007E,12686,7200,,,,
2590,007E,12686,3674,,,,
2591,007E,12689,34286,,,,
2592,007E,12689,3674,,,,
2593,007E,12692,30000,,,,
2594,007E,12695,7200,,,,
2595,007E,12698,14400,,,,
2596,007E,12701,15000,,,,
2597,007E,12704,7200,,,,
2598,007E,12708,11428,,,,
2599,007E,12713,1250,,,,
2600,007E,12722,7200,,,,
2601,007E,12725,7200,,,,
2602,007E,12728,7120,,,,
2603,007E,12728,34286,,,,
2604,007E,12731,7200,,,,
2605,007E,12735,7200,,,,
2606,007E,12738,9876,,,,
2607,007E,12741,7200,,,,
2608,007E,12744,4937,,,,
2609,007E,12745,2222,,,,
2610,007E,21550,5000,,,,
2611,007E,21594,1100,,,,
2612,007E,21620,2200,,,,
2613,007E,21638,1100,,,,
2614,007E,21639,1100,,,,
2615,007E,21641,1023,,,,
2616,007E,21680,7200,,,,
2617,005E,3791,17143,,,,
2618,005E,3826,54708,,,,
2619,005E,3922,38806,,,,
2620,005E,3923,1414,,,,
2621,005E,3928,2083,,,,
2622,005E,3930,1239,,,,
2623,005E,3947,17143,,,,
2624,005E,3952,2268,,,,
2625,005E,3955,1945,,,,
2626,005E,3962,1429,,,,
2627,005E,3966,2850,,,,
2628,005E,4000,17190,,,,
2629,005E,4014,1820,,,,
2630,005E,4030,15497,,,,
2631,005E,4049,47000,,,,
2632,005E,4058,21995,,,,
2633,005E,4083,1000,,,,
2634,005E,4087,1000,,,,
2635,005E,4094,1551,,,,
2636,005E,4097,3366,,,,
2637,005E,4113,1150,,,,
2638,005E,11256,15000,,,,
2639,005E,11288,1350,,,,
2640,005E,11292,1000,,,,
2641,005E,11296,2074,,,,
2642,005E,11305,7200,,,,
2643,005E,11305,34286,,,,
2644,005E,11345,34286,,,,
2645,005E,11385,30000,,,,
2646,005E,11727,27500,,,,
2647,005E,11727,27500,,,,
2648,005E,11747,30000,,,,
2649,005E,11747,27500,,,,
2650,005E,11766,30000,,,,
2651,005E,11766,27500,,,,
2652,005E,11785,27500,,,,
2653,005E,11785,27500,,,,
2654,005E,11804,27500,,,,
2655,005E,11862,27500,,,,
2656,005E,11881,27500,,,,
2657,005E,11900,27500,,,,
2658,005E,11919,27500,,,,
2659,005E,11938,27500,,,,
2660,005E,11938,27500,,,,
2661,005E,11958,27500,,,,
2662,005E,11958,27500,,,,
2663,005E,11977,31429,,,,
2664,005E,11977,27500,,,,
2665,005E,11996,27500,,,,
